S.No,FABRIC_NAME,COLOR_OF_DRESS,price,PRICE,URL
72,Printed Crepe Stitched Anarkali Gown,Light Green,300,₹300,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a164
73,"Self Design Georgette, Crepe Stitched Flared/A-line Gow...","Black, Grey",499,₹499,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a165
74,Embroidered Net Semi Stitched Anarkali Gown,Red,499,₹499,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a166
75,Printed Rayon Blend Stitched Anarkali Gown,Light Green,699,₹699,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a167
76,Floral Print Georgette Stitched Anarkali Gown,Pink,649,₹649,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a168
77,Net Semi Stitched Anarkali Gown,Green,499,₹499,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a169
78,Printed Crepe Stitched Anarkali Gown,Blue,284,₹284,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a170
79,Net Semi Stitched Anarkali Gown,Purple,719,₹719,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a171
80,Georgette Stitched Flared/A-line Gown,Brown,799,₹799,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a172
81,Applique Silk Blend Stitched Flared/A-line Gown,Red,399,₹399,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a173
82,Rayon Blend Stitched Flared/A-line Gown,Black,497,₹497,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a174
83,Polka Print Rayon Blend Stitched Flared/A-line Gown,Pink,444,₹444,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a175
84,Floral Print Rayon Blend Stitched Flared/A-line Gown,Black,399,₹399,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a176
85,Embroidered Net Semi Stitched Anarkali Gown,Multicolor,849,₹849,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a177
86,Applique Silk Blend Stitched Flared/A-line Gown,Purple,399,₹399,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a178
87,Georgette Stitched Flared/A-line Gown,Maroon,779,₹779,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a179
88,Embroidered Net Semi Stitched Anarkali Gown,Dark Green,445,₹445,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a180
89,Printed Crepe Stitched Anarkali Gown,Multicolor,284,₹284,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a181
90,Applique Silk Blend Stitched Flared/A-line Gown,Green,399,₹399,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a182
91,Polyester Stitched Flared/A-line Gown,Pink,439,₹439,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a183
92,Printed Georgette Stitched Anarkali Gown,Orange,649,₹649,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a184
93,Embroidered Net Semi Stitched Anarkali Gown,Light Blue,445,₹445,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a185
94,Printed Georgette Stitched Anarkali Gown,Yellow,816,₹816,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a186
95,Solid Georgette Stitched Flared/A-line Gown,Grey,499,₹499,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a187
96,Paisley Rayon Blend Stitched Anarkali Gown,Pink,699,₹699,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a188
97,Net Semi Stitched Anarkali Gown,Purple,499,₹499,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a189
98,Dyed Georgette Stitched Anarkali Gown,Red,499,₹499,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a190
99,Printed Viscose Rayon Stitched Anarkali Gown,Pink,649,₹649,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a191
100,Embroidered Net Semi Stitched Anarkali Gown,Light Green,445,₹445,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a192
101,Floral Print Georgette Stitched Anarkali Gown,Green,649,₹649,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a193
102,Self Design Net Stitched Flared/A-line Gown,Green,229,₹229,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a194
103,Printed Crepe Stitched Flared/A-line Gown,Pink,329,₹329,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a195
104,Printed Crepe Stitched Anarkali Gown,Maroon,284,₹284,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a196
105,Embroidered Net Stitched Flared/A-line Gown,Maroon,347,₹347,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a197
106,Cotton Silk Stitched Flared/A-line Gown,Blue,505,₹505,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a198
107,Printed Rayon Blend Stitched Anarkali Gown,Purple,726,₹726,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a199
108,Embellished Georgette Stitched Flared/A-line Gown,Black,980,₹980,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a200
109,Net Semi Stitched Anarkali Gown,Purple,799,₹799,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a201
110,Embroidered Net Semi Stitched Flared/A-line Gown,Grey,749,₹749,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a202
111,Embroidered Silk Blend Semi Stitched Anarkali Gown,Dark Blue,691,₹691,https://www.flipkart.com/vintage-colour-flared-a-line-gown/p/itm86aa06d37fd8f?pid=GWNGFGMKUZ4QZK9Q&lid=LSTGWNGFGMKUZ4QZK9QAVI8ME&marketplace=FLIPKART&q=gowns&store=clo%2Fodx%2Fod7&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SkKwAPOXcyL8l4llZDeXkOSr%2FXif81J8ZSNNrlLbLV4gYSGfFbUK%2BcvZ3k5EGv7fJqsOOhTEarq6AAdEuiT5mQ%3D%3D&ppt=None&ppn=None&ssid=ptuzaq6b4w0000001684766965091&qH=2f1038825bd73a203
